,subjID,experimentName,versionName,sequenceName,url,selected_row,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,trial,stimulus,duration,actual_depth,depth_estimate,trial_RT,log_sceneDuration,unitSelection,seq_filepath,experimentTime,totalTime,age,gender
0,786056,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_7_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#79,79,1024,625,1024,768,8-22-2022,8-18-31,1,depth_duration_stimuli/000502_2014-06-08_23-02-32_260595134347_rgbf000063-resize_4/000502_2014-06-08_23-02-32_260595134347_rgbf000063-resize_4-target.png,1000,2.431,1,4173,1084,meters,jsons/v1_VE1000_randls_7_rotated.json,621242,709280,30,Woman
1,786056,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_7_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#79,79,1024,625,1024,768,8-22-2022,8-18-31,2,depth_duration_stimuli/001199_2014-06-17_16-03-48_260595134347_rgbf000077-resize_0/001199_2014-06-17_16-03-48_260595134347_rgbf000077-resize_0-target.png,1000,3.4375,2,2689,1007,meters,jsons/v1_VE1000_randls_7_rotated.json,621242,709280,30,Woman
2,786056,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_7_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#79,79,1024,625,1024,768,8-22-2022,8-18-31,3,depth_duration_stimuli/000943_2014-06-09_19-31-07_260595134347_rgbf000128-resize_1/000943_2014-06-09_19-31-07_260595134347_rgbf000128-resize_1-target.png,1000,1.9765,2,2794,1000,meters,jsons/v1_VE1000_randls_7_rotated.json,621242,709280,30,Woman
3,786056,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_7_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#79,79,1024,625,1024,768,8-22-2022,8-18-31,4,depth_duration_stimuli/003070_2014-06-15_14-58-27_094959634447_rgbf000150-resize_3/003070_2014-06-15_14-58-27_094959634447_rgbf000150-resize_3-target.png,1000,2.9415,2,5040,1009,meters,jsons/v1_VE1000_randls_7_rotated.json,621242,709280,30,Woman
4,786056,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_7_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#79,79,1024,625,1024,768,8-22-2022,8-18-31,5,depth_duration_stimuli/002639_2014-06-24_14-51-37_094959634447_rgbf000074-resize_4/002639_2014-06-24_14-51-37_094959634447_rgbf000074-resize_4-target.png,1000,4.0375,2,2745,1021,meters,jsons/v1_VE1000_randls_7_rotated.json,621242,709280,30,Woman
5,786056,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_7_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#79,79,1024,625,1024,768,8-22-2022,8-18-31,6,depth_duration_stimuli/003292_2014-05-14_21-53-49_094959634447_rgbf000100-resize_2/003292_2014-05-14_21-53-49_094959634447_rgbf000100-resize_2-target.png,1000,3.4815,2,2496,995,meters,jsons/v1_VE1000_randls_7_rotated.json,621242,709280,30,Woman
6,786056,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_7_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#79,79,1024,625,1024,768,8-22-2022,8-18-31,7,depth_duration_stimuli/000191_2014-05-12_17-07-38_260595134347_rgbf000199-resize_0/000191_2014-05-12_17-07-38_260595134347_rgbf000199-resize_0-target.png,1000,3.7995,2,2508,983,meters,jsons/v1_VE1000_randls_7_rotated.json,621242,709280,30,Woman
7,786056,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_7_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#79,79,1024,625,1024,768,8-22-2022,8-18-31,8,depth_duration_stimuli/000493_2014-06-09_21-01-18_260595134347_rgbf000196-resize_3/000493_2014-06-09_21-01-18_260595134347_rgbf000196-resize_3-target.png,1000,3.44,2,3583,985,meters,jsons/v1_VE1000_randls_7_rotated.json,621242,709280,30,Woman
8,786056,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_7_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#79,79,1024,625,1024,768,8-22-2022,8-18-31,9,depth_duration_stimuli/000483_2014-06-09_20-41-45_260595134347_rgbf000116-resize_4/000483_2014-06-09_20-41-45_260595134347_rgbf000116-resize_4-target.png,1000,1.337,2,2810,993,meters,jsons/v1_VE1000_randls_7_rotated.json,621242,709280,30,Woman
9,786056,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_7_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#79,79,1024,625,1024,768,8-22-2022,8-18-31,10,depth_duration_stimuli/000469_2014-06-09_19-42-10_260595134347_rgbf000081-resize_1/000469_2014-06-09_19-42-10_260595134347_rgbf000081-resize_1-target.png,1000,1.652,2,3614,1058,meters,jsons/v1_VE1000_randls_7_rotated.json,621242,709280,30,Woman
