,subjID,experimentName,versionName,sequenceName,url,selected_row,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,trial,stimulus,duration,actual_depth,depth_estimate,trial_RT,log_sceneDuration,unitSelection,seq_filepath,experimentTime,totalTime,age,gender
0,266410,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_23_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#216,216,1366,625,1366,768,9-18-2022,12-14-19,1,depth_duration_stimuli/002637_2014-06-24_14-51-13_094959634447_rgbf000066-resize_4/002637_2014-06-24_14-51-13_094959634447_rgbf000066-resize_4-target.png,1000,1.9955,3,4944,997,feet,jsons/v1_VE1000_randls_23_rotated.json,765019,931105,38,Woman
1,266410,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_23_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#216,216,1366,625,1366,768,9-18-2022,12-14-19,2,depth_duration_stimuli/003534_2014-05-22_15-06-10_094959634447_rgbf000102-resize_4/003534_2014-05-22_15-06-10_094959634447_rgbf000102-resize_4-target.png,1000,1.426,1,4325,1005,feet,jsons/v1_VE1000_randls_23_rotated.json,765019,931105,38,Woman
2,266410,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_23_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#216,216,1366,625,1366,768,9-18-2022,12-14-19,3,depth_duration_stimuli/000502_2014-06-08_23-02-32_260595134347_rgbf000063-resize_4/000502_2014-06-08_23-02-32_260595134347_rgbf000063-resize_4-target.png,1000,2.431,3,3919,997,feet,jsons/v1_VE1000_randls_23_rotated.json,765019,931105,38,Woman
3,266410,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_23_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#216,216,1366,625,1366,768,9-18-2022,12-14-19,4,depth_duration_stimuli/001199_2014-06-17_16-03-48_260595134347_rgbf000077-resize_0/001199_2014-06-17_16-03-48_260595134347_rgbf000077-resize_0-target.png,1000,3.4375,7,4071,1000,feet,jsons/v1_VE1000_randls_23_rotated.json,765019,931105,38,Woman
4,266410,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_23_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#216,216,1366,625,1366,768,9-18-2022,12-14-19,5,depth_duration_stimuli/001584_2014-06-20_11-07-43_260595134347_rgbf000002-resize_1/001584_2014-06-20_11-07-43_260595134347_rgbf000002-resize_1-target.png,1000,3.53,5,4590,992,feet,jsons/v1_VE1000_randls_23_rotated.json,765019,931105,38,Woman
5,266410,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_23_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#216,216,1366,625,1366,768,9-18-2022,12-14-19,6,depth_duration_stimuli/003621_2014-05-23_18-06-08_094959634447_rgbf000101-resize_1/003621_2014-05-23_18-06-08_094959634447_rgbf000101-resize_1-target.png,1000,3.9835,8,4403,998,feet,jsons/v1_VE1000_randls_23_rotated.json,765019,931105,38,Woman
6,266410,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_23_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#216,216,1366,625,1366,768,9-18-2022,12-14-19,7,depth_duration_stimuli/001392_2014-06-19_16-07-59_260595134347_rgbf000046-resize_1/001392_2014-06-19_16-07-59_260595134347_rgbf000046-resize_1-target.png,1000,4.135,7,5042,987,feet,jsons/v1_VE1000_randls_23_rotated.json,765019,931105,38,Woman
7,266410,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_23_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#216,216,1366,625,1366,768,9-18-2022,12-14-19,8,depth_duration_stimuli/001570_2014-06-20_17-21-09_260595134347_rgbf000135-resize_4/001570_2014-06-20_17-21-09_260595134347_rgbf000135-resize_4-target.png,1000,4.467,7,3981,1000,feet,jsons/v1_VE1000_randls_23_rotated.json,765019,931105,38,Woman
8,266410,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_23_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#216,216,1366,625,1366,768,9-18-2022,12-14-19,9,depth_duration_stimuli/001815_2014-06-26_20-52-55_260595134347_rgbf000020-resize_0/001815_2014-06-26_20-52-55_260595134347_rgbf000020-resize_0-target.png,1000,3.3865,8,4109,999,feet,jsons/v1_VE1000_randls_23_rotated.json,765019,931105,38,Woman
9,266410,DepthScenes,duration_manipulation_targetAtFixation,jsons/v1_VE1000_randls_23_rotated.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/v2_depth_duration_MTurk/v2_DepthDuration_HTML.html#216,216,1366,625,1366,768,9-18-2022,12-14-19,10,depth_duration_stimuli/001808_2014-06-26_20-50-58_260595134347_rgbf000029-resize_1/001808_2014-06-26_20-50-58_260595134347_rgbf000029-resize_1-target.png,1000,4.249,7,4064,989,feet,jsons/v1_VE1000_randls_23_rotated.json,765019,931105,38,Woman
